99
0	4.687588e-01	3.448781e-01	2.883732e+00
1	6.245139e-01	5.170427e-01	2.221299e+00
2	7.507606e-01	4.990994e-01	2.869077e+00
3	5.336848e-01	4.946709e-01	1.722032e+00
4	5.557261e-01	4.797161e-01	2.555447e+00
5	5.361073e-01	4.922684e-01	2.275037e+00
6	5.250509e-01	5.127211e-01	1.736688e+00
7	7.597692e-01	4.576790e-01	1.471910e+00
8	6.045279e-01	4.467614e-01	2.628725e+00
9	5.387304e-01	5.130463e-01	2.330728e+00
10	5.715923e-01	4.784365e-01	2.942355e+00
11	5.319057e-01	4.623256e-01	1.938935e+00
12	4.647947e-01	5.000003e-01	2.337567e+00
13	6.324203e-01	1.101458e-01	1.320469e+00
14	7.653174e-01	5.539603e-01	1.690767e+00
15	6.926119e-01	6.284392e-01	1.033219e+00
16	5.978049e-01	6.615842e-01	2.680508e+00
17	6.992793e-01	4.184482e-01	2.798730e+00
18	6.997707e-01	4.303090e-01	1.377137e+00
19	6.578854e-01	1.393276e-01	1.850024e+00
20	7.118350e-01	4.470828e-01	2.544700e+00
21	5.615331e-01	7.158584e-01	1.490474e+00
22	4.968567e-01	7.652816e-01	2.564240e+00
23	4.525989e-01	3.767911e-01	2.433317e+00
24	2.943692e-01	7.209955e-01	1.233512e+00
25	6.249874e-01	4.343651e-01	1.564729e+00
26	5.234787e-01	4.704662e-01	2.805569e+00
27	3.016929e-01	3.724148e-01	1.424035e+00
28	5.881565e-01	4.533185e-01	2.339521e+00
29	4.815606e-01	7.285960e-01	2.250611e+00
30	5.429226e-01	4.909559e-01	1.412311e+00
31	4.179227e-01	4.661384e-01	1.602833e+00
32	5.589255e-01	6.753800e-01	1.538349e+00
33	6.114088e-01	5.070978e-01	2.641426e+00
34	6.492358e-01	3.955666e-01	1.921348e+00
35	5.771704e-01	4.751619e-01	1.847093e+00
36	6.170597e-01	7.297900e-01	1.615535e+00
37	5.588693e-01	4.802352e-01	1.745481e+00
38	5.862980e-01	4.952230e-01	1.298974e+00
39	5.930195e-01	4.383088e-01	2.370787e+00
40	5.669086e-01	5.177401e-01	1.942843e+00
41	5.199765e-01	4.159287e-01	1.708354e+00
42	5.244849e-01	7.252469e-01	2.439179e+00
43	4.325495e-01	4.043307e-01	2.889595e+00
44	4.051859e-01	3.901089e-01	2.876893e+00
45	6.045119e-01	3.985477e-01	1.807035e+00
46	5.024047e-01	5.046756e-01	1.423058e+00
47	5.976048e-01	4.543211e-01	1.381045e+00
48	5.689134e-01	6.257044e-01	2.811431e+00
49	5.047435e-01	4.864462e-01	2.876893e+00
50	6.117015e-01	4.226810e-01	1.512946e+00
51	6.967045e-01	5.425309e-01	2.196873e+00
52	4.150838e-01	5.666920e-01	1.059599e+00
53	6.990748e-01	4.280278e-01	2.307279e+00
54	6.705523e-01	4.733741e-01	1.120176e+00
55	5.669378e-01	6.571176e-01	1.891060e+00
56	2.615799e-01	6.902599e-01	1.612604e+00
57	7.669576e-01	6.626443e-01	2.810454e+00
58	5.170637e-01	7.054250e-01	1.730826e+00
59	5.391675e-01	4.216381e-01	1.828530e+00
60	5.385650e-01	3.571183e-01	1.838300e+00
61	6.429569e-01	3.934597e-01	1.896922e+00
62	5.123147e-01	6.627633e-01	2.044455e+00
63	7.950777e-01	3.579093e-01	1.221788e+00
64	4.796791e-01	6.861554e-01	2.300440e+00
65	7.488611e-01	5.060308e-01	2.586712e+00
66	5.299936e-01	4.381491e-01	1.820713e+00
67	5.183314e-01	6.672763e-01	1.940889e+00
68	5.447566e-01	6.842333e-01	1.724963e+00
69	4.953987e-01	4.041186e-01	2.238886e+00
70	5.133021e-01	6.667417e-01	1.924279e+00
71	6.474136e-01	4.890809e-01	2.909135e+00
72	5.356645e-01	3.710110e-01	2.729360e+00
73	5.196800e-01	4.004447e-01	2.587689e+00
74	5.146591e-01	4.493889e-01	2.417684e+00
75	5.954558e-01	4.851088e-01	2.067904e+00
76	5.823408e-01	1.443170e-01	1.049829e+00
77	5.081316e-01	4.141683e-01	2.517342e+00
78	5.217027e-01	4.939234e-01	2.241817e+00
79	1.023910e-01	4.097065e-01	2.950171e+00
80	7.096486e-01	4.989755e-01	2.837811e+00
82	4.759642e-01	3.331626e-01	1.318515e+00
83	5.554913e-01	6.915592e-01	2.538837e+00
84	6.130431e-01	4.860113e-01	2.541768e+00
85	5.368019e-01	3.977208e-01	2.889595e+00
86	1.089109e-02	5.934639e-02	1.907670e+00
87	2.739025e-01	3.333632e-01	1.001954e+00
88	3.274949e-01	4.757248e-01	2.515388e+00
89	1.058569e-01	3.621475e-01	2.096238e+00
90	5.412622e-01	4.110545e-01	1.004885e+00
91	4.770615e-01	4.677418e-01	2.189057e+00
92	4.660189e-01	7.274082e-01	1.127015e+00
93	4.272979e-01	5.101917e-01	2.150953e+00
94	4.347221e-01	5.329998e-01	1.444553e+00
95	3.884522e-01	1.408181e-01	2.911089e+00
96	4.931677e-01	3.927939e-01	1.636053e+00
97	4.872813e-01	3.933071e-01	1.940889e+00
98	4.312275e-01	4.758406e-01	2.559355e+00
99	4.121548e-01	5.373677e-01	2.999023e+00
