100
0	1.862974e-01	8.418857e-01	1.363459e+00
1	3.412520e-01	3.509558e-01	1.430874e+00
2	1.721429e-01	8.353207e-01	1.270640e+00
3	3.363550e-01	3.529414e-01	1.216903e+00
4	2.161401e-01	6.620307e-01	1.791402e+00
5	1.969002e-01	2.582063e-01	1.131900e+00
6	2.251693e-01	6.594869e-01	1.753298e+00
7	3.182188e-01	3.721248e-01	1.703468e+00
8	1.420407e-01	8.319736e-01	1.860772e+00
9	3.002886e-01	3.475938e-01	2.873962e+00
10	2.597650e-01	6.068783e-01	1.620420e+00
11	3.047034e-01	3.467539e-01	1.424035e+00
12	2.531243e-01	6.087562e-01	1.151441e+00
13	3.178097e-01	3.404166e-01	2.752809e+00
14	2.542335e-01	7.428473e-01	1.978017e+00
15	2.134091e-01	6.594598e-01	2.089399e+00
16	2.720478e-01	3.481241e-01	1.222765e+00
17	2.424621e-01	3.563892e-01	2.236932e+00
18	2.190091e-01	6.059146e-01	1.846116e+00
19	2.437555e-01	3.634310e-01	2.382511e+00
20	2.607840e-01	3.760054e-01	2.973620e+00
21	2.795997e-01	7.647897e-01	1.500244e+00
22	3.776022e-01	2.926733e-01	2.038593e+00
23	2.611443e-01	3.683262e-01	1.591109e+00
24	3.096845e-01	8.165632e-01	1.581339e+00
25	3.796581e-01	3.164051e-01	1.421104e+00
26	2.720777e-01	3.646251e-01	2.829995e+00
27	3.763879e-01	2.884348e-01	2.634587e+00
28	3.297893e-01	4.498329e-01	1.077186e+00
29	2.714618e-01	3.612736e-01	2.327797e+00
30	2.669631e-01	3.884279e-01	1.311676e+00
31	3.358661e-01	3.175880e-01	1.396678e+00
32	3.318380e-01	3.340087e-01	2.936492e+00
33	4.012112e-01	7.577733e-01	2.027846e+00
34	3.568914e-01	2.988530e-01	2.086468e+00
35	3.559924e-01	3.132593e-01	1.420127e+00
36	4.592896e-01	6.945161e-01	2.924768e+00
37	4.588949e-01	6.908928e-01	2.786028e+00
38	3.222957e-01	2.682978e-01	1.123107e+00
39	3.295245e-01	3.491357e-01	1.861749e+00
40	4.473984e-01	7.208423e-01	1.840254e+00
41	4.545066e-01	6.734826e-01	2.907181e+00
42	4.583390e-01	7.178196e-01	1.127992e+00
43	4.438327e-01	6.642574e-01	1.650708e+00
44	5.147663e-01	4.987842e-01	1.927211e+00
45	5.181784e-01	5.368578e-01	2.261358e+00
46	5.315149e-01	3.693586e-01	1.393747e+00
47	5.094989e-01	4.581489e-01	2.773327e+00
48	4.442860e-01	2.493756e-01	2.290669e+00
49	4.717860e-01	3.258701e-01	2.111871e+00
50	6.306347e-01	6.122703e-01	2.209575e+00
51	4.946709e-01	7.360428e-01	2.436248e+00
52	5.349720e-01	3.820388e-01	1.451392e+00
53	5.235711e-01	3.887790e-01	1.096727e+00
54	5.784879e-01	5.968935e-01	2.598437e+00
55	5.774587e-01	6.047541e-01	2.280899e+00
56	5.768349e-01	5.904943e-01	1.241329e+00
57	4.930978e-01	3.688206e-01	2.107963e+00
58	5.616483e-01	5.963312e-01	1.727894e+00
59	6.432111e-01	4.573004e-01	1.575476e+00
60	6.453287e-01	4.463245e-01	2.736199e+00
61	6.287596e-01	7.698471e-01	1.893014e+00
62	5.972560e-01	5.746724e-01	2.493894e+00
63	5.805317e-01	3.057897e-01	1.459209e+00
64	6.170426e-01	5.956561e-01	2.465559e+00
65	6.318487e-01	7.760895e-01	2.160723e+00
66	5.941810e-01	5.992161e-01	2.103078e+00
67	6.036350e-01	5.941321e-01	2.808500e+00
68	6.191433e-01	4.665895e-01	2.818271e+00
69	6.457512e-01	4.619590e-01	1.128969e+00
70	6.246008e-01	4.524153e-01	1.863703e+00
71	6.219670e-01	4.586907e-01	2.855398e+00
72	7.783005e-01	7.584453e-01	1.596971e+00
73	6.565311e-01	3.690114e-01	2.475330e+00
74	7.907927e-01	7.753483e-01	1.721055e+00
75	7.016267e-01	4.692973e-01	1.978994e+00
76	6.318673e-01	5.949717e-01	2.887640e+00
77	7.605994e-01	7.434518e-01	1.586224e+00
78	7.575391e-01	7.655396e-01	1.536395e+00
79	7.995001e-01	7.644872e-01	1.164143e+00
80	6.795208e-01	4.833096e-01	1.615535e+00
81	7.470104e-01	7.517820e-01	1.675134e+00
82	6.719971e-01	5.012491e-01	2.921837e+00
83	7.536094e-01	2.328390e-01	2.273083e+00
84	6.849003e-01	5.000607e-01	1.387885e+00
85	7.568715e-01	7.419046e-01	2.154861e+00
86	7.555437e-01	7.358735e-01	1.811920e+00
87	7.459408e-01	7.873383e-01	1.356619e+00
88	7.675267e-01	7.555367e-01	2.972643e+00
89	7.289590e-01	7.282453e-01	1.732780e+00
90	8.220324e-01	6.605373e-01	2.882755e+00
91	7.402983e-01	7.203305e-01	2.148999e+00
92	7.382281e-01	7.136530e-01	2.582804e+00
93	7.599905e-01	4.692447e-01	2.150953e+00
94	8.489375e-01	1.699066e-01	1.779678e+00
95	8.098017e-01	4.040546e-01	1.119199e+00
96	7.310708e-01	7.495472e-01	1.639961e+00
97	7.803104e-01	6.609816e-01	2.113825e+00
98	7.655709e-01	6.744754e-01	2.277968e+00
99	8.540126e-01	1.771527e-01	1.298974e+00
